Node,degree,betweenness,closeness,eigenvector
Longispora sp. K20-0274,0.03614457831325302,0.02115780193946518,0.24050632911392406,0.03397249089916578
Lysinibacillus louembei,0.024096385542168676,0.0,0.1958762886597938,0.008849054313192248
Solwaraspora sp. WMMA2056,0.024096385542168676,0.03996473699676756,0.26573426573426573,0.010424133663428705
Actinomadura parvosata,0.04819277108433735,0.031002057008521895,0.21839080459770116,0.002623356860355895
Streptosporangium roseum,0.024096385542168676,0.0,0.18095238095238095,0.0007154521783009685
Thermobispora bispora,0.024096385542168676,0.0,0.18095238095238095,0.0007154521783009685
Spirillospora sp. NBC_01491,0.03614457831325302,0.00014692918013517486,0.18181818181818182,0.0008380107303766582
Nonomuraea coxensis,0.024096385542168676,0.0,0.2753623188405797,0.14029555059442236
Nakamurella sp. PAMC28650,0.024096385542168676,0.0,,
Bacillus wiedmannii,0.03614457831325302,0.0009746302282299932,0.2550335570469799,0.1614767858855897
Lysinibacillus sphaericus,0.03614457831325302,0.00019590557351356646,0.24836601307189543,0.16524623666229185
