source,target,asso,diss,adja
Acidisarcina,Aquipseudomonas,0.766292016,0.341839132,0.658160868
Acidisarcina,Aromatoleum,0.849888609,0.273962945,0.726037055
Acidisarcina,Audreyjarvisvirus,0.780386351,0.331371128,0.668628872
Acidisarcina,Aureibacter,0.768042583,0.340556469,0.659443531
Acidisarcina,Austwickia,0.81153608,0.306972247,0.693027753
Acidisarcina,Basilea,0.755331643,0.349763032,0.650236968
Acidisarcina,Biomaibacter,0.812443473,0.306232369,0.693767631
Acidisarcina,Caldifermentibacillus,0.831474294,0.290280645,0.709719355
Acidisarcina,Caldinitratiruptor,0.799690142,0.316472636,0.683527364
Acidisarcina,Catalinimonas,0.824221295,0.296461385,0.703538615
Acidisarcina,Chazhemtobacterium,0.792416602,0.322167191,0.677832809
Acidisarcina,Chitinimonas,0.870107607,0.254845436,0.745154564
Acidisarcina,Chondrinema,0.805071708,0.312192483,0.687807517
Acidisarcina,Chondromyces,0.781082711,0.330845348,0.669154652
Acidisarcina,Clostridium,0.808477172,0.309453412,0.690546588
Acidisarcina,Deinococcus,0.815136557,0.304025856,0.695974144
Acidisarcina,Desemzia,0.760677979,0.345920526,0.654079474
Acidisarcina,Desulfoscipio,0.756738922,0.348755701,0.651244299
Acidisarcina,Ewingella,0.764202629,0.34336378,0.65663622
Acidisarcina,Flavobacterium,0.851550244,0.27244243,0.72755757
Acidisarcina,Frederiksenia,0.844616025,0.278732825,0.721267175
Acidisarcina,Fretibacter,0.815385278,0.303821265,0.696178735
Acidisarcina,Gallibacterium,0.766338927,0.341804822,0.658195178
Acidisarcina,Gammapapillomavirus,0.772880204,0.336986495,0.663013505
Acidisarcina,Glaesserella,0.757228898,0.348404293,0.651595707
Acidisarcina,Halalkalicoccus,0.839107259,0.283630694,0.716369306
Acidisarcina,Halorussus,0.813368979,0.305475875,0.694524125
Acidisarcina,Halostagnicola,0.80175343,0.314838506,0.685161494
Acidisarcina,Hamiltonella,0.780140054,0.331556893,0.668443107
Acidovorax,Chondromyces,0.76087582,0.345777515,0.654222485
Acidovorax,Flavobacterium,0.791248554,0.323072318,0.676927682
Actinarchaeum,Arsenicicoccus,0.789315842,0.324564445,0.675435555
Actinarchaeum,Ekhidna,0.815609772,0.303636483,0.696363517
Actinarchaeum,Fadolivirus,0.797694373,0.318045301,0.681954699
Actinarchaeum,Faustvirus,0.755383845,0.349725718,0.650274282
Actinobacillus,Agarivorans,0.795891765,0.319459102,0.680540898
Actinobacillus,Amylibacter,0.794336125,0.320674192,0.679325808
Actinobacillus,Azotobacter,0.763642619,0.343771276,0.656228724
Actinobacillus,Babesia,0.768373605,0.340313381,0.659686619
Actinobacillus,Chromulinivorax,0.800773407,0.315615742,0.684384258
Actinobacillus,Cylindrospermopsis,0.765777924,0.342214901,0.657785099
Actinobacillus,Dictyoglomus,0.852430616,0.271633378,0.728366622
Actinobaculum,Aeromicrobium,0.772971693,0.336918615,0.663081385
Actinobaculum,Aeromonas,0.805787492,0.311618764,0.688381236
Actinobaculum,Aggregatibacter,0.858190874,0.266279107,0.733720893
Actinobaculum,Alicyclobacillus,0.79031471,0.32379414,0.67620586
Actinobaculum,Alkalilimnicola,0.758294377,0.34763891,0.65236109
Actinobaculum,Allobranchiibius,0.779530802,0.332015962,0.667984038
Actinobaculum,Alloyangia,0.83945655,0.283322652,0.716677348
Actinobaculum,Alphabaculovirus,0.840486832,0.282412082,0.717587918
Actinobaculum,Alternaria,0.77099203,0.338384374,0.661615626
Actinobaculum,Anaerobutyricum,0.848320417,0.275390253,0.724609747
Actinobaculum,Anaeromyxobacter,0.820763564,0.29936302,0.70063698
Actinobaculum,Anaeropeptidivorans,0.844188827,0.279115722,0.720884278
Actinobaculum,Anaerostipes,0.834679077,0.287507324,0.712492676
Actinobaculum,Annandia,0.854150999,0.270045367,0.729954633
Actinobaculum,Aquincola,0.775551785,0.334998668,0.665001332
Actinobaculum,Aquipseudomonas,0.846327699,0.277193345,0.722806655
Actinobaculum,Arenibacter,0.764572274,0.34309454,0.65690546
Actinobaculum,Aromatoleum,0.776012717,0.334654511,0.665345489
Actinobaculum,Atopobium,0.851262154,0.272706661,0.727293339
Actinobaculum,Audreyjarvisvirus,0.866601932,0.258261561,0.741738439
Actinobaculum,Aureibacter,0.833084916,0.28889019,0.71110981
Actinobaculum,Aureimonas,0.855589489,0.268710356,0.731289644
Actinobaculum,Australozyma,0.855475525,0.268816364,0.731183636
Actinobaculum,Austwickia,0.793542978,0.321291941,0.678708059
Actinobaculum,Babesia,0.804695047,0.312493962,0.687506038
Actinobaculum,Basilea,0.854428692,0.269788165,0.730211835
Actinobaculum,Biomaibacter,0.767480976,0.340968491,0.659031509
Actinobaculum,Brevibacillus,0.836038207,0.286323063,0.713676937
Actinobaculum,Caldifermentibacillus,0.759529121,0.346749823,0.653250177
Actinobaculum,Caldinitratiruptor,0.803178484,0.31370489,0.68629511
Actinobaculum,Caminibacter,0.82578087,0.295143295,0.704856705
Actinobaculum,Castellaniella,0.77327051,0.336696815,0.663303185
Actinobaculum,Catellatospora,0.784425019,0.328310053,0.671689947
Actinobaculum,Catenovulum,0.831119511,0.290586036,0.709413964
Actinobaculum,Chitinimonas,0.801048781,0.315397542,0.684602458
Actinobaculum,Chitinolyticbacter,0.766929815,0.341372367,0.658627633
Actinobaculum,Chloroherpeton,0.787785523,0.32574106,0.67425894
Actinobaculum,Chondrinema,0.762619687,0.344514378,0.655485622
Actinobaculum,Citrifermentans,0.769701835,0.339336238,0.660663762
Actinobaculum,Clostridium,0.812071276,0.306536069,0.693463931
Actinobaculum,Crocosphaera,0.819911538,0.30007371,0.69992629
Actinobaculum,Cryobacterium,0.791225862,0.323089877,0.676910123
Actinobaculum,Curculioniphilus,0.826822813,0.294259398,0.705740602
Actinobaculum,Desemzia,0.797131846,0.318487169,0.681512831
Actinobaculum,Desulfoscipio,0.857062063,0.267336808,0.732663192
Actinobaculum,Dickeya,0.800263333,0.316019514,0.683980486
Actinobaculum,Dolosigranulum,0.80234371,0.31436944,0.68563056
Actinobaculum,Duganella,0.777465814,0.333567224,0.666432776
Actinobaculum,Electrothrix,0.765872365,0.342145901,0.657854099
Actinobaculum,Eleftheria,0.824190767,0.296487127,0.703512873
Actinobaculum,Endoriftia,0.792421108,0.322163694,0.677836306
Actinobaculum,Eneladusvirus,0.777495981,0.333544614,0.666455386
Actinobaculum,Enterococcus,0.824149975,0.296521522,0.703478478
Actinobaculum,Ferriphaselus,0.784152184,0.328517744,0.671482256
Actinobaculum,Flavisolibacter,0.784942831,0.327915514,0.672084486
Actinobaculum,Flavobacterium,0.760043075,0.346379074,0.653620926
Actinobaculum,Frigidibacter,0.825205722,0.295630072,0.704369928
Actinobaculum,Frigoribacterium,0.812978546,0.305795237,0.694204763
Actinobaculum,Fulvivirga,0.776296687,0.334442307,0.665557693
Actinobaculum,Fusobacterium,0.773752284,0.336338903,0.663661097
Actinobaculum,Geosporobacter,0.788083621,0.325512196,0.674487804
Actinobaculum,Haemophilus,0.791383953,0.322967527,0.677032473
Actinobaculum,Halalkalicoccus,0.831143453,0.290565437,0.709434563
Actinobaculum,Halanaerobium,0.798965349,0.317044675,0.682955325
Actinobaculum,Haliotispira,0.790616537,0.323561017,0.676438983
Actinobaculum,Haloplanus,0.813679181,0.305221902,0.694778098
Actinobaculum,Halorussus,0.777055841,0.333874347,0.666125653
Actinobaculum,Halostagnicola,0.867419529,0.257468902,0.742531098
Actinobaculum,Halovivax,0.767822269,0.340718161,0.659281839
Actinobaculum,Hamiltonella,0.773615729,0.33644039,0.66355961
Advenella,Aster,0.792234094,0.322308785,0.677691215
Advenella,Capillimicrobium,0.800343566,0.315956037,0.684043963
Advenella,Duffyella,0.762474359,0.34461982,0.65538018
Aegicerativicinus,Agromyces,0.771574838,0.337953519,0.662046481
Aegicerativicinus,Faecalibacillus,0.784956061,0.327905428,0.672094572
Aeribacillus,Aerococcus,0.758352337,0.347597226,0.652402774
Aeribacillus,Allotamlana,0.780034546,0.331636438,0.668363562
Aeribacillus,Amylolactobacillus,0.793838453,0.321061947,0.678938053
Aeribacillus,Antarcticibacterium,0.778018426,0.333152798,0.666847202
Aeribacillus,Aristophania,0.812879018,0.305876594,0.694123406
Aeribacillus,Bizionia,0.755381442,0.349727435,0.650272565
Aeribacillus,Bremerella,0.805537218,0.311819484,0.688180516
Aeribacillus,Cotonvirus,0.798484181,0.317423864,0.682576136
Aeribacillus,Delftia,0.830278603,0.291308597,0.708691403
Aeribacillus,Egbenema,0.768284959,0.340378496,0.659621504
Aeribacillus,Flaviflexus,0.814784199,0.304315462,0.695684538
Aeribacillus,Georgenia,0.833399728,0.288617629,0.711382371
Aeribacillus,Halolamina,0.849111658,0.274671023,0.725328977
Aeribacillus,Haloprofundus,0.774636135,0.335681296,0.664318704
Aerococcus,Allotamlana,0.810350755,0.307936068,0.692063932
Aerococcus,Amylolactobacillus,0.829064344,0.292348812,0.707651188
Aerococcus,Antarcticibacterium,0.772138142,0.337536559,0.662463441
Aerococcus,Aquiluna,0.825591635,0.295303543,0.704696457
Aerococcus,Azospira,0.826221412,0.2947699,0.7052301
Aerococcus,Bisgaardia,0.782097876,0.330077357,0.669922643
Aerococcus,Bizionia,0.782059322,0.330106557,0.669893443
Aerococcus,Bremerella,0.814036786,0.304928856,0.695071144
Aerococcus,Dehalococcoides,0.826231011,0.294761759,0.705238241
Aerococcus,Duffyella,0.764133439,0.343414153,0.656585847
Aerococcus,Effusibacillus,0.795090395,0.320085618,0.679914382
Aerococcus,Flagellimonas,0.832425123,0.289460599,0.710539401
Aerococcus,Flaviflexus,0.810393916,0.307901026,0.692098974
Aerococcus,Halolamina,0.762094637,0.344895174,0.655104826
Aerococcus,Haloprofundus,0.808823787,0.309173263,0.690826737
Aeromicrobium,Aggregatibacter,0.764008297,0.343505243,0.656494757
Aeromicrobium,Alicyclobacillus,0.75973655,0.346600238,0.653399762
Aeromicrobium,Alkalilimnicola,0.773209124,0.336742391,0.663257609
Aeromicrobium,Allobranchiibius,0.763426791,0.343928197,0.656071803
Aeromicrobium,Alphabaculovirus,0.760711328,0.345896424,0.654103576
Aeromicrobium,Alphaentomopoxvirus,0.772296535,0.337419223,0.662580777
Aeromicrobium,Anaerobutyricum,0.758238716,0.347678936,0.652321064
Aeromicrobium,Anaeromyxobacter,0.767218726,0.34116072,0.65883928
Aeromicrobium,Anaeropeptidivorans,0.828794535,0.292579447,0.707420553
Aeromicrobium,Anaerostipes,0.781712893,0.330368814,0.669631186
Aeromicrobium,Anaerotruncus,0.797349413,0.318316342,0.681683658
Aeromicrobium,Annandia,0.776562544,0.334243516,0.665756484
Aeromicrobium,Anoxybacter,0.768970153,0.339874864,0.660125136
Aeromicrobium,Aquincola,0.76007087,0.346359012,0.653640988
Aeromicrobium,Aquipseudomonas,0.768428713,0.340272896,0.659727104
Aeromicrobium,Aromatoleum,0.790960048,0.323295493,0.676704507
Aeromicrobium,Audreyjarvisvirus,0.78283725,0.329516881,0.670483119
Aeromicrobium,Australozyma,0.789967567,0.324062057,0.675937943
Aeromicrobium,Austwickia,0.840212507,0.282654819,0.717345181
Aeromicrobium,Basilea,0.808168779,0.309702455,0.690297545
Aeromicrobium,Biomaibacter,0.7865844,0.326661599,0.673338401
Aeromicrobium,Brevibacillus,0.771260104,0.338186262,0.661813738
Aeromicrobium,Caldifermentibacillus,0.834779934,0.287419611,0.712580389
Aeromicrobium,Caldinitratiruptor,0.782713216,0.329610971,0.670389029
Aeromicrobium,Caminibacter,0.761468877,0.345348464,0.654651536
Aeromicrobium,Catalinimonas,0.777369531,0.333639378,0.666360622
Aeromicrobium,Changchengzhania,0.777674384,0.33341087,0.66658913
Aeromicrobium,Chitinimonas,0.779401273,0.33211348,0.66788652
Aeromicrobium,Chondrinema,0.800829071,0.315571647,0.684428353
Aeromicrobium,Chondromyces,0.755794589,0.349431976,0.650568024
Aeromicrobium,Clostridium,0.785590176,0.327421612,0.672578388
Aeromicrobium,Deinococcus,0.761255222,0.345503095,0.654496905
Aeromicrobium,Desemzia,0.805965319,0.311476067,0.688523933
Aeromicrobium,Desulfoscipio,0.807190841,0.310490869,0.689509131
Aeromicrobium,Dolosigranulum,0.790975574,0.323283487,0.676716513
Aeromicrobium,Electrothrix,0.755055273,0.349960517,0.650039483
Aeromicrobium,Enterococcus,0.758761149,0.347303074,0.652696926
Aeromicrobium,Ferriphaselus,0.808010609,0.309830108,0.690169892
Aeromicrobium,Frederiksenia,0.791962057,0.322519723,0.677480277
Aeromicrobium,Fretibacter,0.809922988,0.308283159,0.691716841
Aeromicrobium,Galbibacter,0.761270873,0.345491771,0.654508229
Aeromicrobium,Halalkalicoccus,0.81186198,0.306706717,0.693293283
Aeromicrobium,Haliotispira,0.768806254,0.339995401,0.660004599
Aeromicrobium,Haloplanus,0.772943845,0.336939279,0.663060721
Aeromicrobium,Halorussus,0.785672488,0.327358757,0.672641243
Aeromicrobium,Halostagnicola,0.788578905,0.325131585,0.674868415
Aeromicrobium,Halovivax,0.75520041,0.349856821,0.650143179
Aeromicrobium,Hamiltonella,0.782660051,0.329651292,0.670348708
Aeromonas,Aggregatibacter,0.780182075,0.331525206,0.668474794
Aeromonas,Alphabaculovirus,0.824863758,0.295919112,0.704080888
Aeromonas,Anaerobutyricum,0.792630006,0.322001548,0.677998452
Aeromonas,Anaerostipes,0.75706454,0.348522209,0.651477791
Aeromonas,Aquipseudomonas,0.802382896,0.314338276,0.685661724
Aeromonas,Atopobium,0.763031093,0.344215708,0.655784292
Aeromonas,Audreyjarvisvirus,0.798073128,0.317747441,0.682252559
Aeromonas,Aureibacter,0.79553773,0.31973604,0.68026396
Aeromonas,Aureimonas,0.794402783,0.320622221,0.679377779
Aeromonas,Australozyma,0.777974599,0.333185685,0.666814315
Aeromonas,Basilea,0.757458498,0.348239503,0.651760497
Aeromonas,Brevibacillus,0.803685953,0.313300213,0.686699787
Aeromonas,Caminibacter,0.796602547,0.318902378,0.681097622
Aeromonas,Carsonella,0.829650889,0.291846801,0.708153199
Aeromonas,Castellaniella,0.790273503,0.323825954,0.676174046
Aeromonas,Catellatospora,0.800107914,0.316142441,0.683857559
Aeromonas,Catenovulum,0.797957564,0.317838352,0.682161648
Aeromonas,Chakrabartyella,0.780745946,0.331099723,0.668900277
Aeromonas,Chitiniphilus,0.793538941,0.321295082,0.678704918
Aeromonas,Chitinolyticbacter,0.759996592,0.346412621,0.653587379
Aeromonas,Crocosphaera,0.775155103,0.33529457,0.66470543
Aeromonas,Cryobacterium,0.778060034,0.333121574,0.666878426
Aeromonas,Curculioniphilus,0.822115233,0.298232097,0.701767903
Aeromonas,Desemzia,0.75573552,0.349474233,0.650525767
Aeromonas,Desulfoscipio,0.788132598,0.325474578,0.674525422
Aeromonas,Dickeya,0.796006854,0.319369023,0.680630977
Aeromonas,Echinicola,0.768084328,0.340525823,0.659474177
Aeromonas,Enterococcus,0.759651169,0.346661818,0.653338182
Aeromonas,Faecalimonas,0.764891167,0.342862095,0.657137905
Aeromonas,Flavisolibacter,0.771227478,0.33821038,0.66178962
Aeromonas,Frigidibacter,0.824972618,0.29582713,0.70417287
Aeromonas,Frigoribacterium,0.797506907,0.318192625,0.681807375
Aeromonas,Fulvivirga,0.756332486,0.349046926,0.650953074
Aeromonas,Gilvimarinus,0.760878163,0.345775821,0.654224179
Aeromonas,Halanaerobium,0.777828872,0.333295011,0.666704989
Aeromonas,Harbinvirus,0.767544774,0.340921711,0.659078289
Agarivorans,Amylibacter,0.787593983,0.32588803,0.67411197
Agarivorans,Dictyoglomus,0.805510418,0.31184097,0.68815903
Agathobaculum,Aquimarina,0.832803455,0.289133659,0.710866341
Agathobaculum,Claveliimonas,0.828928435,0.29246501,0.70753499
Agathobaculum,Cronobacter,0.795157619,0.320033108,0.679966892
Aggregatibacter,Aggregatimonas,0.800201167,0.31606869,0.68393131
Aggregatibacter,Alicyclobacillus,0.827952239,0.293298279,0.706701721
Aggregatibacter,Alkalibacterium,0.762757189,0.344414584,0.655585416
Aggregatibacter,Alkalihalophilus,0.770651022,0.33863622,0.66136378
Aggregatibacter,Alloyangia,0.879306376,0.245655882,0.754344118
Aggregatibacter,Alphabaculovirus,0.826125184,0.294851502,0.705148498
Aggregatibacter,Anaerobutyricum,0.819759198,0.300200601,0.699799399
Aggregatibacter,Anaeromyxobacter,0.77456619,0.335733384,0.664266616
Aggregatibacter,Anaeropeptidivorans,0.842789452,0.280366321,0.719633679
Aggregatibacter,Anaerostipes,0.876076019,0.248921656,0.751078344
Aggregatibacter,Annandia,0.797337981,0.318325321,0.681674679
Aggregatibacter,Aquaspirillum,0.800147804,0.316110895,0.683889105
Aggregatibacter,Aquipseudomonas,0.80620043,0.311287303,0.688712697
Aggregatibacter,Arenibacter,0.796037016,0.319345412,0.680654588
Aggregatibacter,Atopobium,0.832741399,0.28918731,0.71081269
Aggregatibacter,Audreyjarvisvirus,0.824030491,0.296622242,0.703377758
Aggregatibacter,Aureibacter,0.780245779,0.331477165,0.668522835
Aggregatibacter,Aureimonas,0.813027356,0.30575533,0.69424467
Aggregatibacter,Australozyma,0.840739433,0.282188383,0.717811617
Aggregatibacter,Austwickia,0.778669925,0.33266355,0.66733645
Aggregatibacter,Babesia,0.810532903,0.307788155,0.692211845
Aggregatibacter,Basilea,0.873711467,0.251285229,0.748714771
Aggregatibacter,Brettanomyces,0.820905588,0.299244392,0.700755608
Aggregatibacter,Brevibacillus,0.816706283,0.302732321,0.697267679
Aggregatibacter,Caldinitratiruptor,0.764006524,0.343506532,0.656493468
Aggregatibacter,Caminibacter,0.814251262,0.304752964,0.695247036
Aggregatibacter,Catenovulum,0.778403032,0.332864063,0.667135937
Aggregatibacter,Caulobacter,0.785041439,0.327840327,0.672159673
Aggregatibacter,Changchengzhania,0.779407308,0.332108937,0.667891063
Aggregatibacter,Chloroherpeton,0.786808648,0.326489933,0.673510067
Aggregatibacter,Citrifermentans,0.779454872,0.33207313,0.66792687
Aggregatibacter,Clostridium,0.801595622,0.31496379,0.68503621
Aggregatibacter,Crocosphaera,0.815819287,0.30346393,0.69653607
Aggregatibacter,Cryobacterium,0.784594546,0.328180937,0.671819063
Aggregatibacter,Curculioniphilus,0.821008841,0.299158118,0.700841882
Aggregatibacter,Desemzia,0.814563389,0.304496807,0.695503193
Aggregatibacter,Desulfoscipio,0.874348376,0.250650777,0.749349223
Aggregatibacter,Dolosigranulum,0.781235897,0.330729574,0.669270426
Aggregatibacter,Duganella,0.797994684,0.317809154,0.682190846
Aggregatibacter,Dysosmobacter,0.763408602,0.343941418,0.656058582
Aggregatibacter,Eleftheria,0.860056824,0.264521432,0.735478568
Aggregatibacter,Eneladusvirus,0.829599478,0.291890837,0.708109163
Aggregatibacter,Enterococcus,0.810770604,0.307595022,0.692404978
Aggregatibacter,Epidermidibacterium,0.785294451,0.327647333,0.672352667
Aggregatibacter,Ferriphaselus,0.825362733,0.295497265,0.704502735
Aggregatibacter,Flavisolibacter,0.76374849,0.343694276,0.656305724
Aggregatibacter,Frigidibacter,0.796687451,0.318835811,0.681164189
Aggregatibacter,Frigoribacterium,0.790704812,0.323492804,0.676507196
Aggregatibacter,Gloeobacter,0.758692262,0.347352658,0.652647342
Aggregatibacter,Haemophilus,0.828259937,0.293035888,0.706964112
Aggregatibacter,Halalkalicoccus,0.80515455,0.312126136,0.687873864
Aggregatibacter,Halanaerobium,0.790661728,0.323526098,0.676473902
Aggregatibacter,Haliotispira,0.84571539,0.277745036,0.722254964
Aggregatibacter,Haloplanus,0.869409624,0.255529231,0.744470769
Aggregatibacter,Halorussus,0.762074543,0.344909739,0.655090261
Aggregatibacter,Halostagnicola,0.829650355,0.291847259,0.708152741
Aggregatibacter,Halovivax,0.808750847,0.309232237,0.690767763
Aggregatibacter,Hamiltonella,0.768186844,0.340450552,0.659549448
Aggregatimonas,Alloyangia,0.772262918,0.33744413,0.66255587
Aggregatimonas,Alphabaculovirus,0.768750001,0.340036762,0.659963238
Aggregatimonas,Anaerostipes,0.760834936,0.345807074,0.654192926
Aggregatimonas,Aquaspirillum,0.80092501,0.315495634,0.684504366
Aggregatimonas,Australozyma,0.761705066,0.345177443,0.654822557
Aggregatimonas,Basilea,0.781098067,0.330833745,0.669166255
Aggregatimonas,Changchengzhania,0.757633627,0.348113755,0.651886245
Aggregatimonas,Curculioniphilus,0.782961029,0.329422958,0.670577042
Aggregatimonas,Desulfoscipio,0.78795808,0.325608599,0.674391401
Aggregatimonas,Duganella,0.755552223,0.349605333,0.650394667
Aggregatimonas,Eleftheria,0.770479121,0.338763102,0.661236898
Aggregatimonas,Eneladusvirus,0.776841821,0.334034564,0.665965436
Aggregatimonas,Haemophilus,0.781879213,0.330242931,0.669757069
Aggregatimonas,Haliotispira,0.760085705,0.346348304,0.653651696
Aggregatimonas,Haloplanus,0.795812816,0.319520879,0.680479121
Aggregatimonas,Halostagnicola,0.760247737,0.346231327,0.653768673
Agromyces,Faecalibacillus,0.829955176,0.291586029,0.708413971
Akanthomyces,Alkalibacterium,0.808033089,0.309811968,0.690188032
Akanthomyces,Alkalihalophilus,0.758261642,0.34766245,0.65233755
Akanthomyces,Alloyangia,0.757112583,0.348487745,0.651512255
Akanthomyces,Babesia,0.768062581,0.340541788,0.659458212
Akanthomyces,Beggiatoa,0.7795927,0.331969351,0.668030649
Akanthomyces,Brettanomyces,0.777531275,0.333518159,0.666481841
Akanthomyces,Caulobacter,0.757552814,0.348171787,0.651828213
Akanthomyces,Chitinibacter,0.768776578,0.340017222,0.659982778
Akanthomyces,Dysosmobacter,0.777639299,0.333437177,0.666562823
Akanthomyces,Eneladusvirus,0.858464839,0.266021767,0.733978233
Akanthomyces,Halovivax,0.79515207,0.320037443,0.679962557
Algicella,Allobranchiibius,0.840174613,0.282688333,0.717311667
Algicella,Alphabaculovirus,0.817458773,0.302110267,0.697889733
Algicella,Anaerotruncus,0.770596441,0.338676512,0.661323488
Algicella,Aquabacter,0.764420229,0.343205311,0.656794689
Algicella,Aquipseudomonas,0.784314579,0.328394139,0.671605861
Algicella,Arenibacter,0.76857884,0.340162579,0.659837421
Algicella,Aureispira,0.834221397,0.287905021,0.712094979
Algicella,Australozyma,0.758123077,0.347762076,0.652237924
Algicella,Austwickia,0.795334098,0.319895219,0.680104781
Algicella,Brevibacillus,0.832340828,0.289533393,0.710466607
Algicella,Brochothrix,0.854573778,0.269653687,0.730346313
Algicella,Caminibacter,0.837403205,0.285128739,0.714871261
Algicella,Capsulimonas,0.790638734,0.323543866,0.676456134
Algicella,Cardiobacterium,0.832180073,0.289672166,0.710327834
Algicella,Cryobacterium,0.854844553,0.269402531,0.730597469
Algicella,Curculioniphilus,0.790442318,0.323695599,0.676304401
Algicella,Desulfitobacterium,0.762817307,0.344370943,0.655629057
Algicella,Dorea,0.812148528,0.306473059,0.693526941
Algicella,Electrothrix,0.792654292,0.321982692,0.678017308
Algicella,Ferriphaselus,0.785412471,0.327557269,0.672442731
Algicella,Frigidibacter,0.804057638,0.313003484,0.686996516
Algicella,Frigoribacterium,0.823137986,0.297373514,0.702626486
Algicella,Fusobacterium,0.84012755,0.282729951,0.717270049
Algicella,Galbibacter,0.81917154,0.30068959,0.69931041
Algicella,Gracilibacillus,0.807580694,0.31017681,0.68982319
Algicella,Halanaerobium,0.840740573,0.282187373,0.717812627
Algicella,Haliotispira,0.794194024,0.320784956,0.679215044
