Node,degree,betweenness,closeness,eigenvector
Ekhidna,0.027888446215139442,0.0009590822412480926,0.2911392405063291,0.0009239180584460882
Fadolivirus,0.01593625498007968,1.0624169986719787e-05,0.24324324324324326,7.12626306371304e-05
Faustvirus,0.03187250996015936,0.000483068399448533,0.2623574144486692,0.00036709736311666725
Actinobacillus,0.027888446215139442,0.05227838370365842,0.3327974276527331,0.0023239149055790916
Agarivorans,0.01195219123505976,0.0,0.2512135922330097,5.3890564044705684e-05
Amylibacter,0.027888446215139442,0.005574456765577032,0.2530562347188264,5.6193499776139516e-05
Azotobacter,0.02390438247011952,0.018323006885651683,0.25274725274725274,5.079337311050314e-05
Babesia,0.18725099601593626,0.07374946718880421,0.47586206896551725,0.10415764899307278
Chromulinivorax,0.01593625498007968,0.004959992397258271,0.3376835236541599,0.004736215720443104
Cylindrospermopsis,0.01593625498007968,0.00213706490122809,0.2515188335358445,5.3964434339298143e-05
Dictyoglomus,0.0199203187250996,0.0002556794580202888,0.2571428571428571,0.00015365113017005137
Aeromonas,0.14741035856573706,0.002915090711857723,0.44612068965517243,0.08350905919706478
Aggregatibacter,0.24302788844621515,0.007212504781721931,0.4928571428571429,0.13978758745049294
Allobranchiibius,0.18725099601593626,0.015491197609042157,0.4610244988864143,0.09378093802998154
Alloyangia,0.23505976095617528,0.009023774543672482,0.4813953488372093,0.1302885808962773
Alphabaculovirus,0.28685258964143423,0.021469762533091016,0.5404699738903395,0.15388320168482497
Anaerobutyricum,0.23904382470119523,0.007435861853007605,0.5098522167487685,0.14172687279469587
Anaerostipes,0.2589641434262948,0.010342693440751321,0.4882075471698113,0.14197912598680512
Arenibacter,0.12749003984063745,0.0015434025432930004,0.42505133470225875,0.0799225125898638
Atopobium,0.23904382470119523,0.010056893657810213,0.5048780487804878,0.13712911604730868
Aureimonas,0.21115537848605578,0.011262355252790911,0.5,0.12296335847313265
Australozyma,0.26294820717131473,0.012424180379119756,0.5280612244897959,0.14938190117053549
Brevibacillus,0.2788844621513944,0.019490972652776776,0.5390625,0.15412381603560854
Caminibacter,0.250996015936255,0.014663338493693077,0.5227272727272727,0.13947417816458824
Citrifermentans,0.12749003984063745,0.005392912074110149,0.4173387096774194,0.06518028115992773
Crocosphaera,0.199203187250996,0.010191819841617863,0.47368421052631576,0.11604525213292194
Cryobacterium,0.23107569721115537,0.018041471529721444,0.49640287769784175,0.12379036716524304
Curculioniphilus,0.27091633466135456,0.02383733791232516,0.5240506329113924,0.14233271247626167
Dolosigranulum,0.16733067729083664,0.0025392646152886415,0.46205357142857145,0.10713406698804194
Duganella,0.1593625498007968,0.009569890556982243,0.45295404814004375,0.0988682816052677
Electrothrix,0.12749003984063745,0.02416574816345795,0.43487394957983194,0.063345462057616
Eleftheria,0.18725099601593626,0.002709264698516921,0.4651685393258427,0.11196447343263773
Eneladusvirus,0.1593625498007968,0.007012538834232988,0.45295404814004375,0.08650548542098094
Enterococcus,0.2151394422310757,0.005153151555617276,0.48364485981308414,0.1281507298412233
Ferriphaselus,0.23904382470119523,0.017300692514049833,0.48936170212765956,0.13002697901199367
Flavisolibacter,0.07171314741035856,0.0005048393745023575,0.41317365269461076,0.04384045552253663
Frigidibacter,0.26294820717131473,0.019605975537341037,0.5307692307692308,0.1420350550727657
Frigoribacterium,0.24302788844621515,0.012999060740487912,0.4987951807228916,0.12937407595403477
Fulvivirga,0.06374501992031872,0.00026132804266960344,0.4011627906976744,0.03458355299751369
Fusobacterium,0.18725099601593626,0.014860453141700721,0.4847775175644028,0.09863013685835716
Geosporobacter,0.05179282868525896,8.24481446428902e-06,0.3950381679389313,0.029694523324782424
Haemophilus,0.13545816733067728,0.0011797425510173968,0.4339622641509434,0.07805163225074091
Halanaerobium,0.23107569721115537,0.012049390063830172,0.490521327014218,0.12279406657670737
Haliotispira,0.23107569721115537,0.009652898884766559,0.4813953488372093,0.12768910007042153
Haloplanus,0.22310756972111553,0.005873184668371947,0.48936170212765956,0.12760494730623634
Halovivax,0.17131474103585656,0.005709752043780837,0.4579646017699115,0.09631917046341872
Advenella,0.01195219123505976,0.0,,
Aster,0.02390438247011952,6.772908366533864e-05,,
Capillimicrobium,0.0199203187250996,3.9840637450199205e-05,,
Duffyella,0.0398406374501992,0.006048530580930016,,
Aegicerativicinus,0.00796812749003984,0.0,,
Agromyces,0.00796812749003984,0.0,,
Faecalibacillus,0.00796812749003984,0.0,,
Aeribacillus,0.055776892430278883,0.0015626486670430736,,
Aerococcus,0.06374501992031872,0.002979999126204757,,
Allotamlana,0.055776892430278883,0.00021251966031330546,,
Amylolactobacillus,0.06374501992031872,0.00031994057750566314,,
Antarcticibacterium,0.05179282868525896,2.697705908392574e-05,,
Aristophania,0.02390438247011952,0.0006733905624621001,,
Bizionia,0.055776892430278883,0.00027608901762454335,,
Bremerella,0.055776892430278883,0.00010839034152837765,,
Cotonvirus,0.02390438247011952,8.58877109018857e-05,,
Delftia,0.0199203187250996,1.5467541598312635e-05,,
Egbenema,0.0199203187250996,0.000266379767980834,,
Flaviflexus,0.06374501992031872,0.0003469154106453109,,
Georgenia,0.043824701195219126,0.00047389860528191047,,
Halolamina,0.06374501992031872,0.0015141500318290812,,
Haloprofundus,0.05976095617529881,0.00020518708873401556,,
Aquiluna,0.05179282868525896,3.193984552759978e-05,,
Azospira,0.05179282868525896,3.193984552759978e-05,,
Bisgaardia,0.0398406374501992,0.000760811300253531,,
Dehalococcoides,0.055776892430278883,8.601392345616485e-05,,
Effusibacillus,0.0398406374501992,0.0007087956696233266,,
Flagellimonas,0.05976095617529881,0.001945402566343073,,
Alphaentomopoxvirus,0.02390438247011952,0.0014520160361913134,0.34615384615384615,0.005224228758622395
Anaerotruncus,0.16733067729083664,0.0182234449935817,0.4672686230248307,0.08923440495016748
Changchengzhania,0.099601593625498,0.006481576239003088,0.4107142857142857,0.04893211892816368
Galbibacter,0.15139442231075698,0.008456835463194147,0.44325481798715205,0.06790877412918876
Carsonella,0.06374501992031872,0.00020179898233812723,0.3847583643122677,0.02764170591212659
Gilvimarinus,0.0796812749003984,0.00023283482326440772,0.4074803149606299,0.05179791122240684
Agathobaculum,0.01195219123505976,0.00019123505976095616,,
Aquimarina,0.00796812749003984,0.0,,
Claveliimonas,0.00796812749003984,0.0,,
Cronobacter,0.01195219123505976,0.00019123505976095616,,
Aggregatimonas,0.06772908366533864,9.530888710898606e-05,0.40588235294117647,0.04385652859373357
Alkalibacterium,0.055776892430278883,0.001685928700052883,0.3631578947368421,0.01989512414144281
Alkalihalophilus,0.08764940239043825,0.00043767692448227786,0.39655172413793105,0.04708141034057254
Brettanomyces,0.10358565737051792,0.002719678854567317,0.4215885947046843,0.04771016079706229
Caulobacter,0.09561752988047809,0.0006960002697515429,0.4268041237113402,0.05477706571369
Dysosmobacter,0.043824701195219126,0.0001237937825044679,0.359375,0.01827505582631599
Epidermidibacterium,0.08764940239043825,0.011330225204990852,0.41566265060240964,0.04559855039951518
Akanthomyces,0.043824701195219126,0.0011753314134126211,0.3484848484848485,0.013089402181418365
Beggiatoa,0.0199203187250996,0.005600034991208063,0.31846153846153846,0.0033752825309509927
Chitinibacter,0.027888446215139442,1.177046201160271e-05,0.3275316455696203,0.0070342370175499646
Algicella,0.11553784860557768,0.0006922290858893838,0.42768595041322316,0.05814836820096812
Aquabacter,0.09163346613545817,0.001425975147495855,0.3883677298311445,0.02420434449193139
Aureispira,0.14741035856573706,0.004719084201324709,0.44420600858369097,0.07409420761715825
Brochothrix,0.14342629482071712,0.012415361322509278,0.43487394957983194,0.055216437549157865
Capsulimonas,0.12350597609561753,0.007732135068435497,0.42073170731707316,0.044948073141105306
Cardiobacterium,0.12350597609561753,0.0037732548161101788,0.4215885947046843,0.049417589729380595
Desulfitobacterium,0.08764940239043825,0.0008216590155207518,0.3898305084745763,0.02819150241418196
Dorea,0.06374501992031872,8.369980432801828e-05,0.38191881918819187,0.023422860406823554
Gracilibacillus,0.12350597609561753,0.0038699000650958383,0.42244897959183675,0.04629618889661264
Heliomicrobium,0.13147410358565736,0.028239506747328634,0.4011627906976744,0.02632356579809499
Herbaspirillum,0.13545816733067728,0.004813450742395633,0.4303534303534304,0.059815124413169544
Alicycliphilus,0.00796812749003984,0.0,0.32192846034214617,0.003170181398032856
Alienimonas,0.06374501992031872,8.031880409077534e-05,0.3812154696132597,0.030605713561718928
Aliiroseovarius,0.01195219123505976,0.0,0.3317307692307692,0.005069983969196006
Aliisedimentitalea,0.00796812749003984,0.0,0.2021484375,1.1037932122904572e-06
Carjivirus,0.00796812749003984,0.0,0.2021484375,1.1037932122904572e-06
Biavirus,0.08366533864541832,0.001387498769821285,0.4173387096774194,0.04776688594410144
Auraticoccus,0.04780876494023904,0.021505837311292957,0.35384615384615387,0.015834558007646812
Citricoccus,0.043824701195219126,0.00026334871027304687,0.3415841584158416,0.012510571893449417
Alkanindiges,0.00796812749003984,0.0,0.34557595993322204,0.0061508573862703655
Anatilimnocola,0.05976095617529881,0.01322967258055028,0.3490725126475548,0.009507375787749336
Chromohalobacter,0.06374501992031872,9.602850634055284e-05,0.34966216216216217,0.013757551874066598
Evansella,0.055776892430278883,3.9125217859981685e-05,0.34731543624161076,0.012348757831115371
Ferrimonas,0.06772908366533864,0.000304302518281011,0.350253807106599,0.013817895269131011
Halosquirtibacter,0.0398406374501992,0.002593485282588732,0.38191881918819187,0.013775266451544078
Haloterrigena,0.06374501992031872,0.0007539519674551724,0.3317307692307692,0.010539008392551827
Cellvibrio,0.02390438247011952,3.911626222383195e-06,0.34328358208955223,0.01253735616149164
Halomicronema,0.043824701195219126,9.574153202063942e-05,0.3743218806509946,0.023021861625986323
Areca,0.055776892430278883,0.0003116988893002049,0.40038684719535783,0.03466608209646595
Christensenella,0.05179282868525896,0.00018446530167987688,0.32242990654205606,0.007829427923320822
Halapricum,0.00796812749003984,5.495893846864459e-05,0.3035190615835777,0.0011518525542848867
Altererythrobacter,0.00796812749003984,0.0,0.3249607535321821,0.0031851842325537542
Dolichospermum,0.01593625498007968,0.0,0.3062130177514793,0.003539252781634988
Desulfomonile,0.01195219123505976,0.0,0.20294117647058824,2.3493574765106633e-06
Desulfotalea,0.01593625498007968,4.780876494023904e-05,0.20314033366045142,3.473215652996116e-06
Dyothetapapillomavirus,0.055776892430278883,0.0,0.3165137614678899,0.010369267121167751
Ehrlichia,0.03187250996015936,1.3821985633562853e-05,0.3568965517241379,0.016739497681899876
Barrientosiimonas,0.01195219123505976,0.0,0.28910614525139666,0.0008164602166280889
Clostridioides,0.0199203187250996,0.0,0.2903225806451613,0.0009145371698878185
Halocatena,0.043824701195219126,0.008750810079736052,0.3204334365325077,0.0036872554279508535
Halocella,0.0199203187250996,0.00012644706727134262,0.26136363636363635,0.00034432392764100975
Aquicella,0.055776892430278883,0.00034539978514465126,0.32242990654205606,0.007556704064907374
Croceimicrobium,0.03187250996015936,5.813048527051401e-05,0.3062130177514793,0.0028974332404480313
Gimibacter,0.01593625498007968,0.0,0.28789986091794156,0.001006398247427699
Aquifex,0.00796812749003984,0.0,0.24210526315789474,9.398605614363997e-05
Halopiger,0.01195219123505976,0.0010997396227140873,0.2957142857142857,0.0010436294038351985
Clavibacter,0.043824701195219126,4.351933921857832e-05,0.36767317939609234,0.02102992301462862
Cutaneotrichosporon,0.04780876494023904,2.6449201832375022e-05,0.36379613356766255,0.022048809557257066
Cylindrospermum,0.0398406374501992,1.8734302643897116e-05,0.3770491803278688,0.021243216109748362
Aureliella,0.02390438247011952,4.715163360126212e-05,0.350253807106599,0.007520626863990975
Chitinivorax,0.01593625498007968,0.0,0.35384615384615387,0.008875282482802747
Constantimarinum,0.00796812749003984,0.0,,
Aspergillus,0.00796812749003984,0.0,,
Blochmannia,0.00796812749003984,0.0,,
Halalkaliarchaeum,0.00796812749003984,0.0,,
Bealeia,0.0199203187250996,0.00027357237715803443,,
Cellulosilyticum,0.027888446215139442,0.0007636122177954847,,
Halomontanus,0.027888446215139442,0.0007636122177954847,,
Gottfriedia,0.01195219123505976,0.015252533592587537,0.26504481434058896,0.0003411519294855813
Celeribacter,0.01195219123505976,0.0,0.336038961038961,0.005481105358219738
Azobacteroides,0.00796812749003984,0.0,0.17542372881355933,2.476349473529076e-07
Citrobacter,0.00796812749003984,0.0,0.17542372881355933,2.476349473529076e-07
Halovenus,0.01593625498007968,0.013067729083665339,0.2123076923076923,1.1396202907389715e-05
Bacillus,0.01195219123505976,0.004338645388933819,0.245260663507109,0.0001941864875352618
Cercospora,0.01195219123505976,0.0,,
Caldilinea,0.01195219123505976,0.0,0.2782258064516129,0.0010485681114697732
Chromobacterium,0.0398406374501992,0.0013077215136807665,0.34789915966386553,0.012677705845631462
Cellulosimicrobium,0.00796812749003984,0.0,,
Faecalibacterium,0.00796812749003984,0.0,,
Gloeocapsopsis,0.00796812749003984,0.0,,
Halobacteriovorax,0.00796812749003984,9.561752988047805e-05,,
Faecalibacter,0.00796812749003984,0.0,0.24381625441696114,8.623369980289826e-05
