source,target,asso,diss,adja
Chloroherpeton,Fluviispira,-0.439453669,0.848367158,0.151632842
Citricoccus,Croceimicrobium,0.551763714,0.473411178,0.526588822
Citricoccus,Egbenema,-0.43668999,0.847552355,0.152447645
Citricoccus,Fluviispira,-0.45107787,0.851785733,0.148214267
Citricoccus,Furfurilactobacillus,0.425423149,0.535992934,0.464007066
Citricoccus,Galbibacter,-0.40103732,0.836969928,0.163030072
Coprococcus,Ensifer,0.468918611,0.515306408,0.484693592
Coprococcus,Ferrovibrio,-0.469053297,0.857045301,0.142954699
Croceimicrobium,Egbenema,-0.424045079,0.84381428,0.15618572
Croceimicrobium,Fluviispira,-0.427983073,0.844980199,0.155019801
Croceimicrobium,Furfurilactobacillus,0.443089534,0.527688576,0.472311424
Cruoricaptor,Emiliania,0.426144559,0.535656346,0.464343654
Cruoricaptor,Ereboglobus,0.409158121,0.543526393,0.456473607
Cruoricaptor,Erwinia,0.419426556,0.53878263,0.46121737
Cruoricaptor,Escherichia,0.404232497,0.545787277,0.454212723
Cruoricaptor,Gleimia,0.477616218,0.51106936,0.48893064
Cruoricaptor,Halanaeroarchaeum,0.419365969,0.538810742,0.461189258
Cruoricaptor,Herbiconiux,0.412377008,0.542043814,0.457956186
Cysteiniphilum,Eneladusvirus,0.424546514,0.536401662,0.463598338
Debaryomyces,Halobacillus,-0.485193618,0.861740569,0.138259431
Deferribacter,Ferrovibrio,0.524710081,0.48748842,0.51251158
Deferribacter,Flexistipes,0.430490493,0.533624169,0.466375831
Dermacoccus,Geosporobacter,0.510580798,0.494681313,0.505318687
Egbenema,Galbibacter,0.453717335,0.52262925,0.47737075
Emiliania,Gleimia,0.453982012,0.522502626,0.477497374
Emiliania,Herbiconiux,0.410043374,0.54311906,0.45688094
Eneladusvirus,Facklamia,0.485459059,0.507218366,0.492781634
Ensifer,Ferrovibrio,-0.445435197,0.850127989,0.149872011
Ensifer,Halospeciosus,-0.400405497,0.836781183,0.163218817
Ereboglobus,Gleimia,0.421092411,0.538009102,0.461990898
Erwinia,Gleimia,0.432586701,0.532641201,0.467358799
Escherichia,Gleimia,0.42672094,0.535387271,0.464612729
Facklamia,Gudongella,0.448616147,0.525063736,0.474936264
Fadolivirus,Glycocaulis,0.407710982,0.544191611,0.455808389
Fadolivirus,Gordonia,0.467802994,0.515847364,0.484152636
Ferrovibrio,Flexistipes,0.427234515,0.535147403,0.464852597
Ferrovibrio,Halospeciosus,0.444198971,0.527162702,0.472837298
Gleimia,Halanaeroarchaeum,0.43093314,0.533416751,0.466583249
Gleimia,Herbiconiux,0.444887233,0.526836202,0.473163798
Glycocaulis,Gordonia,0.422705636,0.537258953,0.462741047
Glycocaulis,Halopiger,0.454352722,0.522325224,0.477674776
